column,start,length
L.E.P. DISTRICT %,375,5
L.E.P. STATE %,381,5
LOW-INCOME SCHOOL %,387,5
LOW-INCOME SUBREGION %,393,5
LOW-INCOME DISTRICT %,399,5
LOW-INCOME STATE %,405,5
PARENTAL INVOLVEMENT SCHOOL %,411,5
PARENTAL INVOLVEMENT SUBREGION %,417,5
PARENTAL INVOLVEMENT DISTRICT %,423,5
PARENTAL INVOLVEMENT STATE %,429,5
ATTENDANCE RATE SCHOOL %,435,5
ATTENDANCE RATE SUBREGION %,441,5
ATTENDANCE RATE DISTRICT %,447,5
ATTENDANCE RATE STATE %,453,5
MOBILITY RATE SCHOOL %,459,5
MOBILITY RATE SUBREGION %,465,5
MOBILITY RATE DISTRICT %,471,5
MOBILITY RATE STATE %,477,5
CHRONIC TRUANTS # - SCHOOL,483,5
CHRONIC TRUANTS  #- SUBREGION,489,6
CHRONIC TRUANTS  #- DISTRICT,496,6
CHRONIC TRUANTS  #- STATE,503,6
CHRONIC TRUANTS RATE SCHOOL %,510,5
CHRONIC TRUANTS RATE SUBREGION %,516,5
CHRONIC TRUANTS RATE DISTRICT %,522,5
CHRONIC TRUANTS RATE STATE %,528,5
DROPOUT RATE  SCHOOL %,534,5
DROPOUT RATE SUBREGION %,540,5
DROPOUT RATE DISTRICT %,546,5
DROPOUT RATE STATE %,552,5
HS GRAD RATE SCHOOL % (ALL),558,5
HS GRAD RATE SUBREGION % (ALL),564,5
HS GRAD RATE DISTRICT % (ALL),570,5
HS GRAD RATE STATE % (ALL),576,5
HS GRAD RATE SCHOOL % (MALE),582,5
HS GRAD RATE SUBREGION % (MALE),588,5
HS GRAD RATE DISTRICT % (MALE),594,5
HS GRAD RATE STATE % (MALE),600,5
HS GRAD RATE SCHOOL % (FEMALE),606,5
HS GRAD RATE SUBREGION % (FEMALE),612,5
HS GRAD RATE DISTRICT % (FEMALE),618,5
HS GRAD RATE STATE % (FEMALE),624,5
HS GRAD RATE SCHOOL % (WHITE),630,5
HS GRAD RATE SUBREGION % (WHITE),636,5
HS GRAD RATE DISTRICT % (WHITE),642,5
HS GRAD RATE STATE % (WHITE),648,5
HS GRAD RATE SCHOOL % (BLACK),654,5
HS GRAD RATE SUBREGION % (BLACK),660,5
HS GRAD RATE DISTRICT % (BLACK),666,5
HS GRAD RATE STATE % (BLACK),672,5
HS GRAD RATE SCHOOL % (HISPANIC),678,5
HS GRAD RATE SUBREGION % (HISPANIC),684,5
HS GRAD RATE DISTRICT % (HISPANIC),690,5
HS GRAD RATE STATE % (HISPANIC),696,5
HS GRAD RATE SCHOOL % (ASIAN),702,5
HS GRAD RATE SUBREGION % (ASIAN),708,5
HS GRAD RATE DISTRICT % (ASIAN),714,5
HS GRAD RATE STATE % (ASIAN),720,5
HS GRAD RATE SCHOOL % (NATIVE AMERICAN),726,5
HS GRAD RATE SUBREGION % (NATIVE AMERICAN),732,5
HS GRAD RATE DISTRICT % (NATIVE AMERICAN),738,5
HS GRAD RATE STATE % (NATIVE AMERICAN),744,5
HS GRAD RATE SCHOOL % (LEP),750,5
HS GRAD RATE SUBREGION % (LEP),756,5
HS GRAD RATE DISTRICT % (LEP),762,5
HS GRAD RATE STATE % (LEP),768,5
HS GRAD RATE SCHOOL % (MIGRANT),774,5
HS GRAD RATE SUBREGION % (MIGRANT),780,5
HS GRAD RATE DISTRICT % (MIGRANT),786,5
HS GRAD RATE STATE % (MIGRANT),792,5
HS GRAD RATE SCHOOL % (DISABILITY),798,5
HS GRAD RATE SUBREGION % (DISABILITY),804,5
HS GRAD RATE DISTRICT % (DISABILITY),810,5
HS GRAD RATE STATE % (DISABILITY),816,5
HS GRAD RATE SCHOOL % (LOW INCOME),822,5
HS GRAD RATE SUBREGION % (LOW INCOME),828,5
HS GRAD RATE DISTRICT % (LOW INCOME),834,5
HS GRAD RATE STATE % (LOW INCOME),840,5
ACT COMP SCHOOL,846,4
ACT COMP SUBREGION,851,4
ACT COMP DISTRICT,856,4
ACT COMP STATE,861,4
ACT ENGL SCHOOL SCORE,866,4
ACT ENGL SUBREGION,871,4
ACT ENGL DISTRICT SCORE,876,4
ACT ENGL STATE SCORE,881,4
ACT MATH SCHOOL SCORE,886,4
ACT MATH SUBREGION,891,4
ACT MATH DISTRICT SCORE,896,4
ACT MATH STATE SCORE,901,4
ACT READ SCHOOL SCORE,906,4
ACT READ SUBREGION,911,4
ACT READ DISTRICT SCORE,916,4
ACT READ STATE SCORE,921,4
ACT SCIE SCHOOL SCORE,926,4
ACT SCIE SUBREGION,931,4
ACT SCIE DISTRICT SCORE,936,4
ACT SCIE STATE SCORE,941,4
ACT # TEST TAKERS SCHOOL,946,7
ACT # TEST TAKERS SUBREGION,954,7
ACT # TEST TAKERS DISTRICT,962,7
ACT # TEST TAKERS STATE,970,7
ACT % OF CLASS SCHOOL,978,5
ACT % OF CLASS SUBREGION,984,5
ACT % OF CLASS DISTRICT,990,5
ACT % OF CLASS STATE,996,5
AVG CLASS SIZE - SCHOOL (KG),1002,4
AVG CLASS SIZE - SUBREGION (KG),1007,4
AVG CLASS SIZE - DISTRICT (KG),1012,4
AVG CLASS SIZE - STATE (KG),1017,4
AVG CLASS SIZE - SCHOOL (GR1),1022,4
AVG CLASS SIZE - SUBREGION (GR1),1027,4
AVG CLASS SIZE - DISTRICT (GR1),1032,4
AVG CLASS SIZE - STATE (GR1),1037,4
AVG CLASS SIZE - SCHOOL (GR3),1042,4
AVG CLASS SIZE - SUBREGION (GR3),1047,4
AVG CLASS SIZE - DISTRICT (GR3),1052,4
AVG CLASS SIZE - STATE (GR3),1057,4
AVG CLASS SIZE - SCHOOL (GR6),1062,4
AVG CLASS SIZE - SUBREGION (GR6),1067,4
AVG CLASS SIZE - DISTRICT (GR6),1072,4
AVG CLASS SIZE - STATE (GR6),1077,4
AVG CLASS SIZE - SCHOOL (GR8),1082,4
AVG CLASS SIZE - SUBREGION (GR8),1087,4
AVG CLASS SIZE - DISTRICT (GR8),1092,4
AVG CLASS SIZE - STATE (GR8),1097,4
AVG CLASS SIZE - SCHOOL (H.S.),1102,4
AVG CLASS SIZE - SUBREGION (H.S.),1107,4
AVG CLASS SIZE - DISTRICT (H.S.),1112,4
AVG CLASS SIZE - STATE (H.S.),1117,4
MIN PER DAY MATH (GR3) SCHOOL,1122,3
MIN PER DAY MATH (GR3) SUBREGION,1126,3
MIN PER DAY MATH (GR3) DISTRICT,1130,3
MIN PER DAY MATH (GR3) STATE,1134,3
MIN PER DAY MATH (GR6) SCHOOL,1138,3
MIN PER DAY MATH (GR6) SUBREGION,1142,3
MIN PER DAY MATH (GR6) DISTRICT,1146,3
MIN PER DAY MATH (GR6) STATE,1150,3
MIN PER DAY MATH (GR8) SCHOOL,1154,3
MIN PER DAY MATH (GR8) SUBREGION,1158,3
MIN PER DAY MATH (GR8) DISTRICT,1162,3
MIN PER DAY MATH (GR8) STATE,1166,3
MIN PER DAY SCIE (GR3) SCHOOL,1170,3
MIN PER DAY SCIE (GR3) SUBREGION,1174,3
MIN PER DAY SCIE (GR3) DISTRICT,1178,3
MIN PER DAY SCIE (GR3) STATE,1182,3
MIN PER DAY SCIE (GR6) SCHOOL,1186,3
MIN PER DAY SCIE (GR6) SUBREGION,1190,3
MIN PER DAY SCIE (GR6) DISTRICT,1194,3
MIN PER DAY SCIE (GR6) STATE,1198,3
MIN PER DAY SCIE (GR8) SCHOOL,1202,3
MIN PER DAY SCIE (GR8) SUBREGION,1206,3
MIN PER DAY SCIE (GR8) DISTRICT,1210,3
MIN PER DAY SCIE (GR8) STATE,1214,3
MIN PER DAY ENGL (GR3) SCHOOL,1218,3
MIN PER DAY ENGL (GR3) SUBREGION,1222,3
MIN PER DAY ENGL (GR3) DISTRICT,1226,3
MIN PER DAY ENGL (GR3) STATE,1230,3
MIN PER DAY ENGL (GR6) SCHOOL,1234,3
MIN PER DAY ENGL (GR6) SUBREGION,1238,3
MIN PER DAY ENGL (GR6) DISTRICT,1242,3
MIN PER DAY ENGL (GR6) STATE,1246,3
MIN PER DAY ENGL (GR8) SCHOOL,1250,3
MIN PER DAY ENGL (GR8) SUBREGION,1254,3
MIN PER DAY ENGL (GR8) DISTRICT,1258,3
MIN PER DAY ENGL (GR8) STATE,1262,3
MIN PER DAY SOSC (GR3) SCHOOL,1266,3
MIN PER DAY SOSC (GR3) SUBREGION,1270,3
MIN PER DAY SOSC (GR3) DISTRICT,1274,3
MIN PER DAY SOSC (GR3) STATE,1278,3
MIN PER DAY SOSC (GR6) SCHOOL,1282,3
MIN PER DAY SOSC (GR6) SUBREGION,1286,3
MIN PER DAY SOSC (GR6) DISTRICT,1290,3
MIN PER DAY SOSC (GR6) STATE,1294,3
MIN PER DAY SOSC (GR8) SCHOOL,1298,3
MIN PER DAY SOSC (GR8) SUBREGION,1302,3
MIN PER DAY SOSC (GR8) DISTRICT,1306,3
MIN PER DAY SOSC (GR8) STATE,1310,3
% WHITE TEACH - DISTRICT,1314,5
% WHITE TEACH - STATE,1320,5
% BLACK TEACH - DISTRICT,1326,5
% BLACK TEACH - STATE,1332,5
% HISPANIC TEACH - DISTRICT,1338,5
% HISPANIC TEACH - STATE,1344,5
% ASIAN TEACH - DISTRICT,1350,5
% ASIAN TEACH - STATE,1356,5
% NATIVE AMER TEACH - DISTRICT,1362,5
% NATIVE AMER TEACH - STATE,1368,5
% MALE TEACH - DISTRICT,1374,5
% MALE TEACH - STATE,1380,5
% FEMALE TEACH - DISTRICT,1386,5
% FEMALE TEACH - STATE,1392,5
TOTAL TEACH FTE COUNT- DISTRICT,1398,7
TOTAL TEACH FTE COUNT- STATE,1406,7
AVG TEACH EXP. - DISTRICT,1414,5
AVG TEACH EXP. - STATE,1420,5
AVG TEACH EXP. - ALL(DIST TYPE),1426,5
AVG TEACH EXP. - ALL(DIST SIZE),1432,5
BACH DEGREE - DISTRICT,1438,5
BACH DEGREE - STATE,1444,5
BACH DEGREE - ALL(DIST TYPE),1450,5
BACH DEGREE - ALL(DIST SIZE),1456,5
MA+ DEGREE - DISTRICT,1462,5
MA+ DEGREE - STATE,1468,5
MA+ DEGREE - ALL(DIST TYPE),1474,5
MA+ DEGREE - ALL(DIST SIZE),1480,5
PUPIL-TEACHER RATIO -ELEM DISTRICT,1486,5
PUPIL-TEACHER RATIO -ELEM STATE,1492,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST TYPE),1498,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST SIZE),1504,5
PUPIL-TEACHER RATIO -HS DISTRICT,1510,5
PUPIL-TEACHER RATIO -HS STATE,1516,5
PUPIL-TEACHER RATIO -HS ALL(DIST TYPE),1522,5
PUPIL-TEACHER RATIO -HS ALL(DIST SIZE),1528,5
PUPIL-CERTIFIED STAFF RATIO  DISTRICT,1534,5
PUPIL-CERTIFIED STAFF RATIO  STATE,1540,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST TYPE),1546,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST SIZE),1552,5
PUPIL-ADMIN RATIO DISTRICT,1558,5
PUPIL-ADMIN RATIO STATE,1564,5
PUPIL-ADMIN RATIO ALL(DIST TYPE),1570,5
PUPIL-ADMIN RATIO ALL(DIST SIZE),1576,5
AVG TEACHER SALARY DISTRICT,1582,8
AVG TEACHER SALARY STATE,1591,8
AVG TEACHER SALARY ALL(DIST TYPE),1600,8
AVG TEACHER SALARY ALL(DIST SIZE),1609,8
AVG ADMIN SALARY DISTRICT,1618,8
AVG ADMIN SALARY STATE,1627,8
AVG ADMIN SALARY ALL(DIST TYPE),1636,8
AVG ADMIN SALARY ALL(DIST SIZE),1645,8
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SCHOOL),1654,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SUBREG),1660,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(DISTRICT),1666,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(STATE),1672,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SCHOOL),1678,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SUBREG),1684,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(DISTRICT),1690,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(STATE),1696,5
LOCAL PROPERTY TAXES - DISTRICT DOLLAR (2000-01),1702,15
LOCAL PROPERTY TAXES - DISTRICT % (2000-01),1718,5
LOCAL PROPERTY TAXES - STATE % (2000-01),1724,5
OTHER LOCAL FUNDING - DISTRICT DOLLAR (2000-01),1730,15
OTHER LOCAL FUNDING - DISTRICT % (2000-01),1746,5
OTHER LOCAL FUNDING - STATE % (2000-01),1752,5
GENERAL STATE AID - DISTRICT DOLLAR (2000-01),1758,15
GENERAL STATE AID - DISTRICT % (2000-01),1774,5
GENERAL STATE AID - STATE % (2000-01),1780,5
OTHER STATE FUNDING - DISTRICT DOLLAR (2000-01),1786,15
OTHER STATE FUNDING - DISTRICT % (2000-01),1802,5
OTHER STATE FUNDING - STATE % (2000-01),1808,5
FEDERAL FUNDING - DISTRICT DOLLAR (2000-01),1814,15
FEDERAL FUNDING - DISTRICT % (2000-01),1830,5
FEDERAL FUNDING - STATE % (2000-01),1836,5
TOTAL REVENUE SOURCE (2000-01),1842,15
EAV PER PUPIL  DISTRICT (1999),1858,10
EAV PER PUPIL  ALL(DIST TYPE) (1999),1869,10
EAV PER PUPIL  ALL(DIST SIZE) (1999),1880,10
TOT SCHL TAX RATE PER $100  DISTRICT (1999),1891,5
TOT SCHL TAX RATE PER $100  ALL(DIST TYPE) (1999),1897,5
TOT SCHL TAX RATE PER $100  ALL(DIST SIZE) (1999),1903,5
INSTRUCT EXPEND PER PUPIL  DISTRICT (2000-01),1909,8
INSTRUCT EXPEND PER PUPIL  STATE (2000-01),1918,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST TYPE) (2000-01),1927,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST SIZE) (2000-01),1936,8
OPER EXPEND PP - DISTRICT (2000-01),1945,8
OPER EXPEND PP - STATE (2000-01),1954,8
OPER EXPEND PP - ALL(DIST TYPE) (2000-01),1963,8
OPER EXPEND PP - ALL(DIST SIZE) (2000-01),1972,8
INSTRUCTION  -  DOLLARS (2000-01),1981,15
INSTRUCTION  -  DISTRICT % (2000-01),1997,5
INSTRUCTION  -  STATE % (2000-01),2003,5
GENERAL ADMIN  -  DOLLARS (2000-01),2009,15
GENERAL ADMIN  -  DISTRICT % (2000-01),2025,5
GENERAL ADMIN  -  STATE % (2000-01),2031,5
SUPPORTING SERVICES  -  DOLLARS (2000-01),2037,15
SUPPORTING SERVICES  -  DISTRICT % (2000-01),2053,5
SUPPORTING SERVICES  -  STATE % (2000-01),2059,5
OTHER EXPENDITURES  -  DOLLARS (2000-01),2065,15
OTHER EXPENDITURES  -  DISTRICT % (2000-01),2081,5
OTHER EXPENDITURES  -  STATE % (2000-01),2087,5
EDUCATION FUND - DOLLARS (2000-01),2093,15
EDUCATION FUND - DISTRICT % (2000-01),2109,5
EDUCATION FUND - STATE % (2000-01),2115,5
OPERATIONS/B/M - DOLLARS (2000-01),2121,15
OPERATIONS/B/M - DISTRICT % (2000-01),2137,5
OPERATIONS/B/M - STATE % (2000-01),2143,5
TRANSPORTATION - DOLLARS (2000-01),2149,15
TRANSPORTATION - DISTRICT % (2000-01),2165,5
TRANSPORTATION - STATE % (2000-01),2171,5
BOND & INTEREST - DOLLARS (2000-01),2177,15
BOND & INTEREST - DISTRICT % (2000-01),2193,5
BOND & INTEREST - STATE % (2000-01),2199,5
RENT - DOLLARS (2000-01),2205,15
RENT - DISTRICT % (2000-01),2221,5
RENT - STATE % (2000-01),2227,5
MUNIC. RET./SOC. SECURITY - DOLLARS (2000-01),2233,15
MUNIC. RET./SOC. SECURITY - DISTRICT % (2000-01),2249,5
MUNIC. RET./SOC. SECURITY  - STATE % (2000-01),2255,5
FIRE PREV. & SAFETY- DOLLARS (2000-01),2261,15
FIRE PREV. & SAFETY - DISTRICT % (2000-01),2277,5
FIRE PREV. & SAFETY- STATE % (2000-01),2283,5
SITE & CONST./CAP. IMP. - DOLLARS (2000-01),2289,15
SITE & CONST./CAP. IMP.- DISTRICT % (2000-01),2305,5
SITE & CONST./CAP. IMP. - STATE % (2000-01),2311,5
TOTAL EXPENDITURES (2000-01),2317,15
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (ALL)",2333,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2339,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2347,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2355,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (ALL),2365,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (ALL),2371,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (ALL),2377,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (ALL),2383,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (ALL),2389,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (ALL),2395,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (ALL),2401,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (ALL),2407,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (MALE)",2413,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2419,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2427,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2435,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (MALE),2445,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (MALE),2451,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (MALE),2457,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (MALE),2463,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (MALE),2469,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (MALE),2475,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (MALE),2481,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (MALE),2487,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (FEMALE)",2493,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2499,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2507,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2515,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (FEMALE),2525,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (FEMALE),2531,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (FEMALE),2537,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (FEMALE),2543,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (FEMALE),2549,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (FEMALE),2555,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (FEMALE),2561,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (FEMALE),2567,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (WHITE)",2573,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2579,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2587,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2595,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (WHITE),2605,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (WHITE),2611,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (WHITE),2617,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (WHITE),2623,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (WHITE),2629,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (WHITE),2635,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (WHITE),2641,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (WHITE),2647,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (BLACK)",2653,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2659,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2667,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2675,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (BLACK),2685,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (BLACK),2691,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (BLACK),2697,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (BLACK),2703,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (BLACK),2709,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (BLACK),2715,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (BLACK),2721,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (BLACK),2727,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (HISPANIC)",2733,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",2739,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",2747,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",2755,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (HISPANIC),2765,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (HISPANIC),2771,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (HISPANIC),2777,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (HISPANIC),2783,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (HISPANIC),2789,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (HISPANIC),2795,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (HISPANIC),2801,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (HISPANIC),2807,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (ASIAN)",2813,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ASIAN)",2819,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ASIAN)",2827,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ASIAN)",2835,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (ASIAN),2845,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (ASIAN),2851,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (ASIAN),2857,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (ASIAN),2863,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (ASIAN),2869,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (ASIAN),2875,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (ASIAN),2881,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (ASIAN),2887,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (NATIVE AMERICAN)",2893,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (NATIVE AMERICAN)",2899,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (NATIVE AMERICAN)",2907,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (NATIVE AMERICAN)",2915,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (NATIVE AMERICAN),2925,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (NATIVE AMERICAN),2931,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (NATIVE AMERICAN),2937,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (NATIVE AMERICAN),2943,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (NATIVE AMERICAN),2949,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (NATIVE AMERICAN),2955,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (NATIVE AMERICAN),2961,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (NATIVE AMERICAN),2967,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (LEP)",2973,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (LEP)",2979,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (LEP)",2987,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (LEP)",2995,9
